Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2018-09-12,9975,10000,9770,9810,879957,,,,,,,
2018-09-13,9815,9880,9775,9775,690493,,,,,,,
2018-09-14,9910,9950,9830,9935,586089,,,,,,,
2018-09-17,9995,10055,9925,9990,490801,,,,,,,
2018-09-18,9930,10190,9920,10170,475596,,,,,,,
2018-09-19,10285,10285,10110,10155,497017,,,,,,,
2018-09-20,10140,10140,9970,10020,461495,,,,,,,
2018-09-21,10100,10100,10005,10100,546859,,,,,,,
2018-09-27,10095,10340,10060,10270,514762,,,,,,,
2018-09-28,10285,10380,10135,10220,468332,,,,,,,
2018-10-01,10250,10315,10145,10175,422732,,,,,,,
2018-10-02,10190,10300,9990,10015,443969,,,,,,,
2018-10-04,10020,10040,9695,9725,413603,,,,,,,
2018-10-05,9720,9720,9425,9530,449862,,,,,,,
2018-10-08,9465,9660,9425,9425,421630,,,,,,,
2018-10-10,9515,9515,9250,9365,432199,,,,,,,
2018-10-11,9095,9170,8930,8955,469796,,,,,,,
2018-10-12,8960,9430,8960,9360,502650,,,,,,,
2018-10-15,9415,9515,9350,9415,469841,,,,,,,
2018-10-16,9515,9545,9385,9450,386173,,,,,,,
2018-10-17,9595,9690,9520,9570,397948,,,,,,,
2018-10-18,9630,9635,9450,9475,528826,,,,,,,
2018-10-19,9420,9600,9305,9545,466642,,,,,,,
2018-10-22,9555,9815,9460,9815,616878,,,,,,,
2018-10-23,9755,9775,9340,9385,644986,,,,,,,
2018-10-24,9520,9540,9070,9200,567089,,,,,,,
2018-10-25,8970,9360,8870,9360,506639,,,,,,,
2018-10-26,9450,9510,8915,9130,572868,,,,,,,
2018-10-29,9265,9365,8955,8990,274141,,,,,,,
2018-10-30,8930,9175,8870,9125,256606,,,,,,,
2018-10-31,9130,9245,9020,9240,267180,,,,,,,
2018-11-01,9300,9375,9055,9055,282286,,,,,,,
