Date,Open,High,Low,Close,Volume,Adjshareprice,Adjshareratio,Clsssmajind,Clsssminind,Stockinfo,Adjshareevnt,Prevdayclose
2018-04-23,35205,35280,35110,35250,219464,,,,,,,
2018-04-24,35290,35295,34875,35055,145660,,,,,,,
2018-04-25,34785,34855,34640,34815,111157,,,,,,,
2018-04-26,34960,35370,34925,35250,181548,,,,,,,
2018-04-27,35650,35805,35465,35555,106418,,,,,,,
2018-04-30,35735,35910,35630,35910,85136,,,,,,,
2018-05-02,35735,35735,35480,35590,87211,,,,,,,
2018-05-03,35440,35510,35295,35500,129116,,,,,,,
2018-05-04,35390,35415,35145,35145,147493,,,,,,,
2018-05-08,35320,35360,34930,34975,187723,,,,,,,
2018-05-09,35000,35020,34690,34915,213433,,,,,,,
2018-05-10,35085,35150,34970,35115,162707,,,,,,,
2018-05-11,35275,35440,35240,35335,142405,,,,,,,
2018-05-14,35395,35415,35180,35245,155301,,,,,,,
2018-05-15,35235,35270,34865,34930,207602,,,,,,,
2018-05-16,34820,35105,34780,35045,141332,,,,,,,
2018-05-17,35175,35230,34885,34910,139704,,,,,,,
2018-05-18,34930,35010,34885,34990,149174,,,,,,,
2018-05-21,35020,35165,34770,35075,143949,,,,,,,
2018-05-23,35060,35330,35025,35300,136047,,,,,,,
2018-05-24,35380,35380,35095,35205,150603,,,,,,,
2018-05-25,35055,35335,35035,35260,188238,,,,,,,
2018-05-28,35355,35440,35325,35405,95994,,,,,,,
2018-05-29,35325,35380,35075,35075,156966,,,,,,,
2018-05-30,34940,34940,34110,34295,187962,,,,,,,
2018-05-31,34485,34545,34340,34530,209943,,,,,,,
2018-06-01,34510,34810,34355,34670,179704,,,,,,,
2018-06-04,34755,34930,34705,34870,92864,,,,,,,
2018-06-05,34885,34975,34655,34975,82921,,,,,,,
2018-06-07,35110,35365,35110,35250,87914,,,,,,,
2018-06-08,35180,35180,34880,34910,106019,,,,,,,
2018-06-11,34965,35195,34880,35195,101874,,,,,,,
2018-06-12,35300,35355,35120,35170,92742,,,,,,,
2018-06-14,35100,35100,34480,34505,94178,,,,,,,
2018-06-15,34610,34695,34315,34315,112485,,,,,,,
2018-06-18,34295,34295,33780,33935,111989,,,,,,,
2018-06-19,33890,33945,33405,33485,115191,,,,,,,
2018-06-20,33570,33935,33545,33740,89188,,,,,,,
2018-06-21,33750,33840,33425,33440,84339,,,,,,,
2018-06-22,33175,33700,33155,33700,128787,,,,,,,
2018-06-25,33660,33735,33375,33715,129580,,,,,,,
2018-06-26,33350,33710,33275,33640,140748,,,,,,,
2018-06-27,33590,33730,33510,33570,127607,,,,,,,
2018-06-28,33405,33490,33155,33220,108554,,,,,,,
2018-06-29,33345,33425,32930,33425,129928,,,,,,,
2018-07-02,33305,33340,32575,32580,117904,,,,,,,
2018-07-03,32820,32820,32390,32610,59344,,,,,,,
2018-07-04,32625,32745,32485,32540,69957,,,,,,,
2018-07-05,32535,32640,32265,32440,76678,,,,,,,
2018-07-06,32560,32795,32290,32650,71054,,,,,,,
2018-07-09,32700,33025,32575,32905,61991,,,,,,,
2018-07-10,33070,33130,32945,32955,80638,,,,,,,
2018-07-11,32745,32835,32445,32765,89914,,,,,,,
2018-07-12,32810,33015,32690,32860,57920,,,,,,,
2018-07-13,33015,33285,33015,33200,57309,,,,,,,
2018-07-16,33210,33300,33065,33085,58318,,,,,,,
2018-07-17,33105,33175,32910,33055,66556,,,,,,,
2018-07-18,33295,33380,32955,32985,67241,,,,,,,
2018-07-19,33105,33145,32875,32905,61747,,,,,,,
2018-07-20,32960,33095,32740,33050,76112,,,,,,,
2018-07-23,33025,33025,32730,32800,168807,,,,,,,
2018-07-24,32825,32940,32690,32895,449358,,,,,,,
2018-07-25,33065,33085,32795,32835,308813,,,,,,,
2018-07-26,33050,33185,32875,33040,564867,,,,,,,
2018-07-27,33040,33140,33000,33140,385335,,,,,,,
